character	guide_name	KEGG_pathway	nt_1_merged	nt_2_merged	targeting_1_merged	targeting_2_merged
non-essential	ybjQb0866_162	nan	455	515	673	721
non-essential	ybjQb0866_243	nan	411	477	708	743
non-essential	amiDb0867_59	K11066 E3.5.1.28D; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	296	309	33	37
non-essential	amiDb0867_143	K11066 E3.5.1.28D; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	510	483	544	693
non-essential	amiDb0867_332	K11066 E3.5.1.28D; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	599	644	260	340
non-essential	amiDb0867_441	K11066 E3.5.1.28D; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	548	555	512	575
non-essential	amiDb0867_658	K11066 E3.5.1.28D; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	390	419	580	662
non-essential	amiDb0867_797	K11066 E3.5.1.28D; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	466	544	332	465
non-essential	ybjSb0868_26	nan	502	534	724	713
non-essential	ybjSb0868_312	nan	288	312	522	479
non-essential	ybjSb0868_503	nan	475	579	35	96
non-essential	ybjSb0868_553	nan	656	734	614	723
non-essential	ybjSb0868_620	nan	616	674	954	894
non-essential	ybjSb0868_739	nan	538	651	489	600
non-essential	ybjSb0868_886	nan	384	394	317	387
non-essential	ybjTb0869_287	nan	577	592	396	459
non-essential	ybjTb0869_482	nan	448	506	401	458
non-essential	ybjTb0869_629	nan	424	439	594	602
non-essential	ybjTb0869_734	nan	446	503	263	310
non-essential	ybjTb0869_1030	nan	494	505	711	685
non-essential	ybjTb0869_1161	nan	472	492	147	194
non-essential	ybjTb0869_1334	nan	228	268	291	249
non-essential	ltaEb0870_1	K01620 ltaE; threonine aldolase [EC:4.1.2.48]	439	468	20	25
non-essential	ltaEb0870_228	K01620 ltaE; threonine aldolase [EC:4.1.2.48]	514	482	768	776
non-essential	ltaEb0870_378	K01620 ltaE; threonine aldolase [EC:4.1.2.48]	485	529	97	146
non-essential	ltaEb0870_435	K01620 ltaE; threonine aldolase [EC:4.1.2.48]	480	483	115	208
non-essential	ltaEb0870_605	K01620 ltaE; threonine aldolase [EC:4.1.2.48]	370	412	19	61
non-essential	ltaEb0870_804	K01620 ltaE; threonine aldolase [EC:4.1.2.48]	351	387	556	591
non-essential	ltaEb0870_870	K01620 ltaE; threonine aldolase [EC:4.1.2.48]	490	504	586	628
non-essential	poxBb0871_2	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	517	571	653	641
non-essential	poxBb0871_231	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	518	553	892	844
non-essential	poxBb0871_351	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	578	607	918	1048
non-essential	poxBb0871_654	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	398	459	651	635
non-essential	poxBb0871_729	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	393	386	521	580
non-essential	poxBb0871_984	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	514	524	475	473
non-essential	poxBb0871_1076	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	488	521	926	842
non-essential	poxBb0871_1310	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	509	550	831	763
non-essential	poxBb0871_1401	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	385	442	634	706
non-essential	poxBb0871_1684	K00156 poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	624	662	1020	999
non-essential	hcrb0872_79	K11933 hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]	439	517	612	594
non-essential	hcrb0872_264	K11933 hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]	433	407	679	646
non-essential	hcrb0872_305	K11933 hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]	488	567	797	848
non-essential	hcrb0872_656	K11933 hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]	354	341	546	525
non-essential	hcrb0872_718	K11933 hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]	333	380	585	652
non-essential	hcrb0872_819	K11933 hcr; NADH oxidoreductase Hcr [EC:1.-.-.-]	479	527	754	767
non-essential	hcpb0873_5	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	528	573	579	727
non-essential	hcpb0873_209	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	476	520	888	877
non-essential	hcpb0873_410	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	453	482	699	720
non-essential	hcpb0873_611	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	529	590	924	884
non-essential	hcpb0873_723	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	489	489	755	806
non-essential	hcpb0873_843	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	530	585	903	898
non-essential	hcpb0873_1152	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	444	465	583	664
non-essential	hcpb0873_1288	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	530	533	763	950
non-essential	hcpb0873_1370	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	521	550	770	825
non-essential	hcpb0873_1590	K05601 hcp; hydroxylamine reductase [EC:1.7.99.1]	654	663	523	641
non-essential	lysOb0874_0	nan	397	474	22	25
non-essential	lysOb0874_126	nan	442	475	375	378
non-essential	lysOb0874_206	nan	337	340	491	474
non-essential	lysOb0874_360	nan	402	449	554	578
non-essential	lysOb0874_429	nan	580	549	111	135
non-essential	lysOb0874_552	nan	270	271	364	370
non-essential	lysOb0874_604	nan	427	455	117	142
non-essential	lysOb0874_700	nan	409	373	201	256
non-essential	lysOb0874_821	nan	525	589	781	862
non-essential	aqpZb0875_11	K06188 aqpZ; aquaporin Z	386	399	488	594
non-essential	aqpZb0875_152	K06188 aqpZ; aquaporin Z	377	406	446	505
non-essential	aqpZb0875_223	K06188 aqpZ; aquaporin Z	522	532	901	806
non-essential	aqpZb0875_340	K06188 aqpZ; aquaporin Z	366	434	183	304
non-essential	aqpZb0875_407	K06188 aqpZ; aquaporin Z	360	401	564	480
non-essential	aqpZb0875_510	K06188 aqpZ; aquaporin Z	248	233	336	336
non-essential	aqpZb0875_621	K06188 aqpZ; aquaporin Z	367	395	523	578
non-essential	ybjDb0876_0	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	408	472	321	449
non-essential	ybjDb0876_213	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	431	493	35	30
non-essential	ybjDb0876_472	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	260	286	337	425
non-essential	ybjDb0876_573	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	637	706	242	323
non-essential	ybjDb0876_721	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	461	452	494	535
non-essential	ybjDb0876_906	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	405	437	532	597
non-essential	ybjDb0876_1080	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	534	509	204	291
non-essential	ybjDb0876_1308	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	266	331	415	446
non-essential	ybjDb0876_1404	K07459 ybjD; putative ATP-dependent endonuclease of the OLD family	583	608	816	913
non-essential	ybjXb0877_54	K09824 virK; uncharacterized protein	509	509	10	32
non-essential	ybjXb0877_197	K09824 virK; uncharacterized protein	447	509	15	44
non-essential	ybjXb0877_238	K09824 virK; uncharacterized protein	462	524	17	39
non-essential	ybjXb0877_364	K09824 virK; uncharacterized protein	528	566	411	649
non-essential	ybjXb0877_576	K09824 virK; uncharacterized protein	398	408	238	300
non-essential	ybjXb0877_688	K09824 virK; uncharacterized protein	445	490	257	348
non-essential	ybjXb0877_779	K09824 virK; uncharacterized protein	427	530	136	237
non-essential	ybjXb0877_877	K09824 virK; uncharacterized protein	325	369	136	280
non-essential	macAb0878_4	K13888 macA; membrane fusion protein, macrolide-specific efflux system	413	460	514	702
non-essential	macAb0878_220	K13888 macA; membrane fusion protein, macrolide-specific efflux system	594	627	602	588
non-essential	macAb0878_298	K13888 macA; membrane fusion protein, macrolide-specific efflux system	568	644	574	630
non-essential	macAb0878_503	K13888 macA; membrane fusion protein, macrolide-specific efflux system	371	386	111	125
non-essential	macAb0878_614	K13888 macA; membrane fusion protein, macrolide-specific efflux system	544	625	889	942
non-essential	macAb0878_755	K13888 macA; membrane fusion protein, macrolide-specific efflux system	419	473	712	665
non-essential	macAb0878_813	K13888 macA; membrane fusion protein, macrolide-specific efflux system	264	294	394	397
non-essential	macAb0878_945	K13888 macA; membrane fusion protein, macrolide-specific efflux system	474	525	721	809
non-essential	macAb0878_1044	K13888 macA; membrane fusion protein, macrolide-specific efflux system	428	437	380	510
non-essential	macBb0879_136	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	313	338	460	499
non-essential	macBb0879_313	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	345	428	528	546
non-essential	macBb0879_412	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	525	603	884	868
non-essential	macBb0879_778	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	602	654	917	917
non-essential	macBb0879_925	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	420	468	461	470
non-essential	macBb0879_1064	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	547	578	756	713
non-essential	macBb0879_1316	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	461	513	749	630
non-essential	macBb0879_1410	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	626	607	726	750
non-essential	macBb0879_1597	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	410	438	430	556
non-essential	macBb0879_1763	K05685 macB; macrolide transport system ATP-binding/permease protein [EC:3.6.3.-]	484	489	578	600
non-essential	cspDb0880_183	K03704 cspA; cold shock protein	313	315	521	526
non-essential	clpSb0881_1	K06891 clpS; ATP-dependent Clp protease adaptor protein ClpS	366	421	7	8
non-essential	clpSb0881_154	K06891 clpS; ATP-dependent Clp protease adaptor protein ClpS	521	576	0	13
non-essential	clpSb0881_250	K06891 clpS; ATP-dependent Clp protease adaptor protein ClpS	580	598	630	714
non-essential	clpAb0882_61	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	26	24	8	10
non-essential	clpAb0882_404	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	562	580	94	128
non-essential	clpAb0882_492	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	420	453	145	164
non-essential	clpAb0882_731	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	531	610	3	2
non-essential	clpAb0882_1051	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	598	602	300	382
non-essential	clpAb0882_1251	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	306	383	13	17
non-essential	clpAb0882_1426	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	510	537	134	174
non-essential	clpAb0882_1714	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	413	455	13	26
non-essential	clpAb0882_2186	K03694 clpA; ATP-dependent Clp protease ATP-binding subunit ClpA	586	607	202	279
essential	infAb0884_19	K02518 infA; translation initiation factor IF-1	564	597	151	186
essential	infAb0884_181	K02518 infA; translation initiation factor IF-1	373	397	62	64
non-essential	aatb0885_14	K00684 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	336	392	396	379
non-essential	aatb0885_267	K00684 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	453	538	377	411
non-essential	aatb0885_393	K00684 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	389	406	594	594
non-essential	aatb0885_499	K00684 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	385	412	225	272
non-essential	aatb0885_551	K00684 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	635	630	922	999
non-essential	aatb0885_619	K00684 aat; leucyl/phenylalanyl-tRNA---protein transferase [EC:2.3.2.6]	392	467	3	6
essential	cydCb0886_43	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	439	476	308	374
essential	cydCb0886_277	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	583	606	342	421
essential	cydCb0886_514	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	399	503	693	721
essential	cydCb0886_657	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	545	545	845	801
essential	cydCb0886_831	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	242	221	338	368
essential	cydCb0886_1027	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	465	527	10	24
essential	cydCb0886_1183	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	323	314	337	446
essential	cydCb0886_1270	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	437	445	753	703
essential	cydCb0886_1529	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	498	553	126	189
essential	cydCb0886_1631	K16012 cydC; ATP-binding cassette, subfamily C, bacterial CydC	488	532	333	453
non-essential	cydDb0887_52	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	564	536	191	342
non-essential	cydDb0887_182	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	422	468	675	736
non-essential	cydDb0887_521	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	344	381	373	455
non-essential	cydDb0887_571	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	539	590	157	272
non-essential	cydDb0887_778	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	413	459	624	559
non-essential	cydDb0887_909	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	643	663	922	959
non-essential	cydDb0887_1172	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	413	465	569	555
non-essential	cydDb0887_1352	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	588	607	40	75
non-essential	cydDb0887_1503	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	386	456	158	281
non-essential	cydDb0887_1678	K16013 cydD; ATP-binding cassette, subfamily C, bacterial CydD	483	538	486	530
non-essential	trxBb0888_87	K00384 trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	458	475	94	127
non-essential	trxBb0888_181	K00384 trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	524	587	8	34
non-essential	trxBb0888_381	K00384 trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	328	329	329	386
non-essential	trxBb0888_473	K00384 trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	460	506	574	630
non-essential	trxBb0888_558	K00384 trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	559	603	31	51
non-essential	trxBb0888_639	K00384 trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	540	564	540	726
non-essential	trxBb0888_770	K00384 trxB; thioredoxin reductase (NADPH) [EC:1.8.1.9]	453	446	415	500
non-essential	lrpb0889_38	K03719 lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	401	400	11	20
non-essential	lrpb0889_260	K03719 lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	361	383	5	10
non-essential	lrpb0889_359	K03719 lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	560	620	221	326
non-essential	lrpb0889_420	K03719 lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein	506	494	311	320
essential	ftsKb0890_204	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	309	345	122	175
essential	ftsKb0890_627	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	563	590	546	605
essential	ftsKb0890_898	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	563	633	8	14
essential	ftsKb0890_1575	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	618	651	101	136
essential	ftsKb0890_1896	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	410	494	9	21
essential	ftsKb0890_2062	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	453	550	61	87
essential	ftsKb0890_2617	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	402	404	104	129
essential	ftsKb0890_3118	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	366	384	17	29
essential	ftsKb0890_3210	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	486	445	384	400
essential	ftsKb0890_3787	K03466 ftsK; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	572	590	60	89
essential	lolAb0891_16	K03634 lolA; outer membrane lipoprotein carrier protein	559	578	82	115
essential	lolAb0891_182	K03634 lolA; outer membrane lipoprotein carrier protein	499	507	201	269
essential	lolAb0891_225	K03634 lolA; outer membrane lipoprotein carrier protein	245	266	125	140
essential	lolAb0891_377	K03634 lolA; outer membrane lipoprotein carrier protein	495	526	300	363
essential	lolAb0891_497	K03634 lolA; outer membrane lipoprotein carrier protein	444	521	73	140
essential	lolAb0891_578	K03634 lolA; outer membrane lipoprotein carrier protein	501	486	114	150
non-essential	rarAb0892_133	K07478 ycaJ; putative ATPase	524	533	803	912
non-essential	rarAb0892_400	K07478 ycaJ; putative ATPase	363	427	67	106
non-essential	rarAb0892_432	K07478 ycaJ; putative ATPase	342	412	30	56
non-essential	rarAb0892_558	K07478 ycaJ; putative ATPase	463	576	47	81
non-essential	rarAb0892_758	K07478 ycaJ; putative ATPase	31	32	15	20
non-essential	rarAb0892_840	K07478 ycaJ; putative ATPase	335	356	208	308
non-essential	rarAb0892_1121	K07478 ycaJ; putative ATPase	431	432	54	90
non-essential	rarAb0892_1228	K07478 ycaJ; putative ATPase	487	494	87	114
essential	serSb0893_52	K01875 SARS; seryl-tRNA synthetase [EC:6.1.1.11]	520	525	435	522
essential	serSb0893_221	K01875 SARS; seryl-tRNA synthetase [EC:6.1.1.11]	506	582	261	377
essential	serSb0893_263	K01875 SARS; seryl-tRNA synthetase [EC:6.1.1.11]	479	519	5	13
essential	serSb0893_450	K01875 SARS; seryl-tRNA synthetase [EC:6.1.1.11]	564	636	553	557
essential	serSb0893_567	K01875 SARS; seryl-tRNA synthetase [EC:6.1.1.11]	544	602	12	21
essential	serSb0893_801	K01875 SARS; seryl-tRNA synthetase [EC:6.1.1.11]	456	493	16	32
